Date,Open,High,Low,Close,Adj Close,Volume,Change,gain,Loss,Avg Gain,Avg Loss,RS,RSI
3/23/2021,529.869995,543.119995,529.400024,535.090027,535.090027,5583500,11.980042,11.980042,0,5.246429286,4.218571071,1.2436508,55.42978434
3/24/2021,533.780029,534.419983,520,520.809998,520.809998,4102200,-14.280029,0,14.280029,5.246429286,4.566430071,1.148912653,53.46483726
3/25/2021,516.98999,518.530029,497,502.859985,502.859985,4926800,-17.950013,0,17.950013,4.882143143,5.848573857,0.834757885,45.4968959
3/26/2021,502.820007,508.720001,496.679993,508.049988,508.049988,3467800,5.190003,5.190003,0,5.252857643,4.201429,1.250255007,55.56059216
3/29/2021,505.660004,518,504.399994,513.950012,513.950012,3330000,5.900024,5.900024,0,4.737858286,4.201429,1.127677818,53.00040299
3/30/2021,510.51001,514.409973,506.910004,513.390015,513.390015,2418100,-0.559997,0,0.559997,4.737858286,4.105715,1.153966675,53.57402639
3/31/2021,515.669983,528.130005,515.440002,521.659973,521.659973,3503100,8.269958,8.269958,0,4.005713214,4.105715,0.975643271,49.38357473
4/1/2021,529.929993,540.5,527.030029,539.419983,539.419983,3938600,17.76001,17.76001,0,5.274285357,3.745716571,1.408084477,58.47321762
4/5/2021,540.01001,542.849976,529.22998,540.669983,540.669983,3355900,1.25,1.25,0,5.204286786,3.745716571,1.389396845,58.1484339
4/6/2021,544.809998,554.169983,543.299988,544.530029,544.530029,3474200,3.860046,3.860046,0,5.210002286,3.745716571,1.390922721,58.17514338
4/7/2021,543.5,549.640015,541.450012,546.98999,546.98999,2151300,2.459961,2.459961,0,5.35643,3.745716571,1.430014764,58.84798666
4/8/2021,551.130005,556.900024,547.570007,554.580017,554.580017,4309800,7.590027,7.590027,0,5.898574786,2.342145643,2.518449185,71.57838731
4/9/2021,552.690002,556.900024,547.109985,555.309998,555.309998,2894000,0.729981,0.729981,0,5.422860286,2.342145643,2.315338631,69.83716865
4/12/2021,551.049988,557.97998,549.580017,552.780029,552.780029,2944100,-2.529969,0,2.529969,4.642146571,2.522857714,1.840035031,64.78916671
4/13/2021,557,559.75,550.299988,553.72998,553.72998,2720300,0.949951,0.949951,0,3.854282929,2.522857714,1.527744869,60.43904541
4/14/2021,554.869995,554.869995,538.530029,540.02002,540.02002,3740300,-13.70996,0,13.70996,3.854282929,2.4821385,1.552807359,60.82743978
4/15/2021,544.169983,553.48999,542.659973,549.219971,549.219971,3139100,9.199951,9.199951,0,4.511422286,1.199994714,3.759535132,78.98954473
4/16/2021,550.539978,551.97998,539.51001,546.539978,546.539978,3209100,-2.679993,0,2.679993,4.140707786,1.391422786,2.975880392,74.84833794
4/19/2021,546.900024,556.440002,545.530029,554.440002,554.440002,4288700,7.900024,7.900024,0,4.283564929,1.391422786,3.078550224,75.48148373
4/20/2021,554.419983,563.559998,546.299988,549.570007,549.570007,11257600,-4.869995,0,4.869995,4.283564929,1.699279786,2.520812031,71.59746129
4/21/2021,508,515.460022,503.600006,508.899994,508.899994,22897400,-40.670013,0,40.670013,3.692853643,4.604280714,0.802047892,44.50757917
4/22/2021,513.820007,513.960022,500.549988,508.779999,508.779999,9061100,-0.119995,0,0.119995,2.4242815,4.612851786,0.525549403,34.44984487
4/23/2021,509.01001,509.700012,500.700012,505.549988,505.549988,7307700,-3.230011,0,3.230011,2.334995786,4.843566857,0.482081874,32.52734429
4/26/2021,506.76001,510.480011,503,510.299988,510.299988,4388800,4.75,4.75,0,2.398563929,4.843566857,0.495206116,33.11958869
4/27/2021,512.619995,512.98999,504.579987,505.549988,505.549988,3761300,-4.75,0,4.75,2.222852429,5.182852571,0.428885908,30.01540608
4/28/2021,505.200012,508.399994,503.339996,506.519989,506.519989,3193000,0.970001,0.970001,0,1.749993429,5.182852571,0.337650629,25.24206407
4/29/2021,507.600006,509.290009,499,509,509,5127800,2.480011,2.480011,0,1.874995571,5.182852571,0.361769035,26.56610816
4/30/2021,505,514.549988,505,513.469971,513.469971,4408400,4.469971,4.469971,0,2.194279214,5.0021405,0.438668049,30.49126234
5/3/2021,512.650024,518.950012,505.200012,509.109985,509.109985,4091900,-4.359986,0,4.359986,2.126425571,5.313568071,0.400187886,28.58101328
5/4/2021,510.779999,511.630005,496.790009,503.179993,503.179993,4349500,-5.929992,0,5.929992,2.126425571,4.757856071,0.44692936,30.88812576
5/5/2021,504.98999,507.779999,494.630005,496.079987,496.079987,3129400,-7.100006,0,7.100006,1.469286214,5.264999357,0.279066741,21.81799685
5/6/2021,495.98999,499.549988,491.369995,499.549988,499.549988,3783700,3.470001,3.470001,0,1.717143429,5.073571286,0.338448665,25.28663773
5/7/2021,504.619995,508.549988,501.119995,503.839996,503.839996,3131100,4.290008,4.290008,0,1.459285143,5.073571286,0.287624843,22.33762763
5/10/2021,502,503.149994,486.109985,486.690002,486.690002,5131600,-17.149994,0,17.149994,1.459285143,5.950714071,0.245228577,19.69345881
5/11/2021,479.75,497.98999,478.630005,495.079987,495.079987,4401000,8.389985,8.389985,0,2.058569786,3.045713143,0.675890896,40.33024451
5/12/2021,486.829987,493.540009,482.700012,484.980011,484.980011,4121500,-10.099976,0,10.099976,2.058569786,3.758568929,0.547700421,35.38801268
5/13/2021,489.130005,490.779999,482.709991,486.660004,486.660004,2712500,1.679993,1.679993,0,2.178569286,3.527853857,0.617533882,38.17749283
5/14/2021,487.859985,494.850006,486.589996,493.369995,493.369995,2881800,6.709991,6.709991,0,2.318568643,3.527853857,0.657217883,39.65790435
5/17/2021,485.589996,492.709991,482.809998,488.940002,488.940002,2705200,-4.429993,0,4.429993,2.318568643,3.504996214,0.661503894,39.81356265
5/18/2021,488.399994,493.480011,486.190002,486.279999,486.279999,2350500,-2.660003,0,2.660003,2.249282857,3.694996429,0.608737491,37.83945452
5/19/2021,481.630005,488.570007,478.540009,487.700012,487.700012,3349900,1.420013,1.420013,0,2.173568714,3.694996429,0.588246499,37.03748124
5/20/2021,489.549988,502.700012,488.980011,501.670013,501.670013,3721200,13.970001,13.970001,0,2.852142286,3.694996429,0.77189311,43.56318707
5/21/2021,503.119995,505.399994,497.26001,497.890015,497.890015,3322900,-3.779998,0,3.779998,2.852142286,3.653568714,0.780645585,43.84059307
5/24/2021,501.049988,504.25,499.51001,502.899994,502.899994,2412600,5.009979,5.009979,0,3.209997929,3.229997857,0.993808068,49.84472095
5/25/2021,506,506.369995,499.220001,501.339996,501.339996,2699500,-1.559998,0,1.559998,3.209997929,2.834283,1.132560838,53.10802007
5/26/2021,502.339996,504.140015,500.5,502.359985,502.359985,2465300,1.019989,1.019989,0,3.034997071,2.834283,1.070816524,51.7098696
5/27/2021,501.799988,505.100006,498.540009,503.859985,503.859985,3253800,1.5,1.5,0,2.835710786,2.834283,1.000503756,50.01259072
5/28/2021,504.399994,511.76001,502.529999,502.809998,502.809998,2910300,-1.049987,0,1.049987,2.835710786,1.6842825,1.68363133,62.73705748
6/1/2021,504.01001,505.410004,497.73999,499.079987,499.079987,2482600,-3.730011,0,3.730011,2.236426143,1.950711857,1.146466678,53.41180881
6/2/2021,499.820007,503.220001,495.820007,499.23999,499.23999,2269000,0.160003,0.160003,0,2.247854929,1.229285,1.828587292,64.64666292
6/3/2021,495.190002,496.660004,487.25,489.429993,489.429993,3887400,-9.809997,0,9.809997,2.127855429,1.929999071,1.102516297,52.43794298
6/4/2021,492,501.859985,490.950012,494.73999,494.73999,3151300,5.309997,5.309997,0,2.027855857,1.929999071,1.050703022,51.23623513
6/7/2021,492.920013,496.700012,490.549988,494.660004,494.660004,2791900,-0.079986,0,0.079986,2.027855857,1.619284286,1.252316146,55.60125955
6/8/2021,497,498.820007,489.369995,492.390015,492.390015,2374000,-2.269989,0,2.269989,2.027855857,1.591426143,1.27423812,56.02923058
6/9/2021,494.5,496.089996,484.649994,485.809998,485.809998,3055000,-6.580017,0,6.580017,1.926426357,2.061427357,0.934510911,48.30734764
6/10/2021,487.170013,490.209991,482.140015,487.269989,487.269989,4382900,1.459991,1.459991,0,1.032854214,2.061427357,0.501038375,33.37945143
6/11/2021,490,491.410004,487.779999,488.769989,488.769989,3121400,1.5,1.5,0,1.139997071,1.7914275,0.636362382,38.88884204
6/14/2021,489.679993,503.5,486.910004,499.890015,499.890015,4400200,11.120026,11.120026,0,1.576429,1.7914275,0.879984817,46.80808105
6/15/2021,501.230011,501.230011,490.399994,491.899994,491.899994,3104100,-7.990021,0,7.990021,1.576429,2.250714857,0.70041258,41.19074325
6/16/2021,495,496.459991,486.279999,492.410004,492.410004,3527700,0.51001,0.51001,0,1.540001929,2.250714857,0.684227913,40.62561294
